date,store_id,product_id,demand_type,imputed_sales,ensemble_forecast
2025-01-04,S004,P015,Seasonal,20.0,21.193133428065764
2025-01-05,S004,P015,Seasonal,21.0,21.804436070353713
2025-01-06,S004,P015,Seasonal,23.0,19.633955132081038
2025-01-07,S004,P015,Seasonal,18.0,19.446097133214494
2025-01-08,S004,P015,Seasonal,19.0,21.464532056106354
2025-01-09,S004,P015,Seasonal,19.0,21.72991150007728
2025-01-10,S004,P015,Seasonal,22.0,23.04693324569455
2025-01-11,S004,P015,Seasonal,19.0,21.79168042650425
2025-01-12,S004,P015,Seasonal,22.0,21.542425512639852
2025-01-13,S004,P015,Seasonal,21.0,19.503891138087884
2025-01-14,S004,P015,Seasonal,19.0,18.974573864929344
2024-07-24,S004,P016,Fast-Moving,43.0,62.40010898532259
2024-07-25,S004,P016,Fast-Moving,45.0,55.21488928181911
2024-07-26,S004,P016,Fast-Moving,46.0,57.91270710482121
2024-07-27,S004,P016,Fast-Moving,53.0,61.35504802376928
2024-07-29,S004,P016,Fast-Moving,61.0,56.77325591972265
2024-07-30,S004,P016,Fast-Moving,60.0,53.71362884899057
2024-07-31,S004,P016,Fast-Moving,137.0,93.90453122660429
2024-08-01,S004,P016,Fast-Moving,54.0,61.18868791741304
2024-08-02,S004,P016,Fast-Moving,52.0,54.34564083659022
2024-08-03,S004,P016,Fast-Moving,56.0,57.14709444755619
2024-08-04,S004,P016,Fast-Moving,51.0,59.60340478789097
2024-08-05,S004,P016,Fast-Moving,48.0,56.543274442267204
2024-08-06,S004,P016,Fast-Moving,45.0,53.46694281220894
2024-08-07,S004,P016,Fast-Moving,49.0,54.163492849124424
2024-08-08,S004,P016,Fast-Moving,54.0,60.158276142106025
2024-08-09,S004,P016,Fast-Moving,60.0,53.69669688049707
2024-08-10,S004,P016,Fast-Moving,58.0,58.80533280347476
2024-08-12,S004,P016,Fast-Moving,55.0,60.70993873707126
2024-08-13,S004,P016,Fast-Moving,43.0,56.750646098967024
2024-08-14,S004,P016,Fast-Moving,52.0,52.536506622839426
2024-08-15,S004,P016,Fast-Moving,60.0,57.14433443075101
2024-08-16,S004,P016,Fast-Moving,50.0,62.18412542942108
2024-08-17,S004,P016,Fast-Moving,51.0,55.13749367757775
2024-08-18,S004,P016,Fast-Moving,61.0,58.326846687347434
2024-08-19,S004,P016,Fast-Moving,48.0,61.38250318857089
2024-08-20,S004,P016,Fast-Moving,57.0,56.635704446951024
2024-08-21,S004,P016,Fast-Moving,54.0,54.284899626585144
2024-08-22,S004,P016,Fast-Moving,46.0,57.639450609545555
2024-08-23,S004,P016,Fast-Moving,50.0,61.800226639343556
2024-08-24,S004,P016,Fast-Moving,49.0,55.9026236655764
2024-08-25,S004,P016,Fast-Moving,59.0,59.162954840018934
2024-08-26,S004,P016,Fast-Moving,62.0,61.49608288360079
2024-08-27,S004,P016,Fast-Moving,49.0,57.29423271986178
2024-08-28,S004,P016,Fast-Moving,51.0,54.40084634126836
2024-08-29,S004,P016,Fast-Moving,61.0,57.81010771241237
2024-08-30,S004,P016,Fast-Moving,57.0,63.56495417678069
2024-08-31,S004,P016,Fast-Moving,50.0,56.77445264344321
2024-09-01,S004,P016,Fast-Moving,137.0,93.43539378797851
2024-09-02,S004,P016,Fast-Moving,64.0,60.25515894703889
2024-09-03,S004,P016,Fast-Moving,56.0,57.21085959506746
2024-09-04,S004,P016,Fast-Moving,54.0,54.465737147748456
2024-09-05,S004,P016,Fast-Moving,43.0,56.776348540254766
2024-09-06,S004,P016,Fast-Moving,47.0,61.467615445296914
2024-09-07,S004,P016,Fast-Moving,56.0,54.67460574850729
2024-09-08,S004,P016,Fast-Moving,51.0,59.76094667331604
2024-09-09,S004,P016,Fast-Moving,109.0,96.71686982187836
2024-09-10,S004,P016,Fast-Moving,50.0,57.50952649407686
2024-09-11,S004,P016,Fast-Moving,65.0,54.73482679150882
2024-09-12,S004,P016,Fast-Moving,43.0,57.582862271539554
2024-09-13,S004,P016,Fast-Moving,49.0,62.03163840814908
2024-09-14,S004,P016,Fast-Moving,53.0,55.45270570720906
2024-09-15,S004,P016,Fast-Moving,50.0,59.608661042418206
2024-09-16,S004,P016,Fast-Moving,47.0,61.50770705475006
2024-09-17,S004,P016,Fast-Moving,59.0,57.19457263502961
2024-09-18,S004,P016,Fast-Moving,54.0,55.41608875277407
2024-09-19,S004,P016,Fast-Moving,52.0,56.449625331437616
2024-09-20,S004,P016,Fast-Moving,112.0,98.15716764236355
2024-09-21,S004,P016,Fast-Moving,51.0,56.68272903627217
2024-09-22,S004,P016,Fast-Moving,46.0,60.063427260885604
2024-09-23,S004,P016,Fast-Moving,57.0,61.30982816213348
2024-09-24,S004,P016,Fast-Moving,57.0,58.1774379135556
2024-09-25,S004,P016,Fast-Moving,52.0,56.30414354546022
2024-09-26,S004,P016,Fast-Moving,44.0,57.67217185386009
2024-09-27,S004,P016,Fast-Moving,53.0,62.18808284764735
2024-09-28,S004,P016,Fast-Moving,49.0,55.97229597495441
2024-09-29,S004,P016,Fast-Moving,53.0,59.35654568272214
2024-09-30,S004,P016,Fast-Moving,52.0,61.129699055893845
2024-10-01,S004,P016,Fast-Moving,54.0,58.4961014556314
2024-10-02,S004,P016,Fast-Moving,56.0,55.59175926649111
2024-10-03,S004,P016,Fast-Moving,51.0,57.47776242840659
2024-10-04,S004,P016,Fast-Moving,54.0,62.452547170973155
2024-10-05,S004,P016,Fast-Moving,53.0,56.93793217328021
2024-10-06,S004,P016,Fast-Moving,43.0,60.12861841974423
2024-10-07,S004,P016,Fast-Moving,58.0,61.77221513703214
2024-10-08,S004,P016,Fast-Moving,56.0,59.47196676467497
2024-10-09,S004,P016,Fast-Moving,52.0,55.69111586276612
2024-10-10,S004,P016,Fast-Moving,49.0,57.93698230593161
2024-10-11,S004,P016,Fast-Moving,54.0,63.85779289688684
2024-10-13,S004,P016,Fast-Moving,41.0,56.147552594018116
2024-10-14,S004,P016,Fast-Moving,54.0,60.250899439237024
2024-10-15,S004,P016,Fast-Moving,55.0,63.20060653860501
2024-10-16,S004,P016,Fast-Moving,50.0,59.666067089587685
2024-10-17,S004,P016,Fast-Moving,52.0,56.168558549129024
2024-10-18,S004,P016,Fast-Moving,49.0,58.55542955467245
2024-10-19,S004,P016,Fast-Moving,50.0,64.79285238928003
2024-10-20,S004,P016,Fast-Moving,52.0,56.82757096397478
2024-10-21,S004,P016,Fast-Moving,53.0,61.86756331700618
2024-10-22,S004,P016,Fast-Moving,62.0,64.07036222850795
2024-10-23,S004,P016,Fast-Moving,57.0,60.08259478266446
2024-10-24,S004,P016,Fast-Moving,118.0,91.47297610426634
2024-10-25,S004,P016,Fast-Moving,54.0,58.92541031171407
2024-10-26,S004,P016,Fast-Moving,58.0,63.39004795955406
2024-10-27,S004,P016,Fast-Moving,53.0,56.201370232979286
2024-10-28,S004,P016,Fast-Moving,51.0,61.118165030468695
2024-10-29,S004,P016,Fast-Moving,44.0,62.755099378982194
2024-10-30,S004,P016,Fast-Moving,106.0,91.13100991165432
2024-10-31,S004,P016,Fast-Moving,44.0,55.90869935398375
2024-11-01,S004,P016,Fast-Moving,136.0,92.93925665408284
2024-11-02,S004,P016,Fast-Moving,141.0,102.15990054276756
2024-11-03,S004,P016,Fast-Moving,42.0,57.106692252838286
2024-11-04,S004,P016,Fast-Moving,47.0,60.48751254776422
2024-11-05,S004,P016,Fast-Moving,51.0,62.576559094153694
2024-11-06,S004,P016,Fast-Moving,59.0,59.38371924535609
2024-11-07,S004,P016,Fast-Moving,61.0,56.68401649103025
2024-11-08,S004,P016,Fast-Moving,48.0,59.58781330834125
2024-11-09,S004,P016,Fast-Moving,57.0,64.17594605810996
2024-11-10,S004,P016,Fast-Moving,53.0,56.64985454369338
2024-11-11,S004,P016,Fast-Moving,53.0,61.84390916784295
2024-11-12,S004,P016,Fast-Moving,49.0,63.1997537336416
2024-11-13,S004,P016,Fast-Moving,36.0,60.00589726802271
2024-11-14,S004,P016,Fast-Moving,58.0,55.76423856582089
2024-11-15,S004,P016,Fast-Moving,61.0,59.14736926069536
2024-11-16,S004,P016,Fast-Moving,51.0,65.55724311459005
2024-11-17,S004,P016,Fast-Moving,55.0,58.50794488935804
2024-11-18,S004,P016,Fast-Moving,60.0,62.89482673823906
2024-11-19,S004,P016,Fast-Moving,60.0,65.65499869661583
2024-11-20,S004,P016,Fast-Moving,52.0,62.130953479776245
2024-11-21,S004,P016,Fast-Moving,44.0,58.51076618260372
2024-11-22,S004,P016,Fast-Moving,51.0,59.80449563236101
2024-11-23,S004,P016,Fast-Moving,62.0,65.98612661211018
2024-11-24,S004,P016,Fast-Moving,55.0,58.908500444983645
2024-11-25,S004,P016,Fast-Moving,99.0,97.34015921036857
2024-11-26,S004,P016,Fast-Moving,58.0,64.1429947429641
2024-11-27,S004,P016,Fast-Moving,39.0,60.26452409582665
2024-11-29,S004,P016,Fast-Moving,55.0,57.422664740548655
2024-11-30,S004,P016,Fast-Moving,138.0,97.51822066735673
2024-12-01,S004,P016,Fast-Moving,54.0,64.84742511817524
2024-12-02,S004,P016,Fast-Moving,44.0,58.616057114500855
2024-12-03,S004,P016,Fast-Moving,70.0,61.91316387793265
2024-12-04,S004,P016,Fast-Moving,54.0,64.47809390820885
2024-12-05,S004,P016,Fast-Moving,57.0,60.13723426876182
2024-12-06,S004,P016,Fast-Moving,113.0,90.85696510818599
2024-12-07,S004,P016,Fast-Moving,63.0,61.53560514143936
2024-12-08,S004,P016,Fast-Moving,50.0,66.7311788396944
2024-12-09,S004,P016,Fast-Moving,53.0,59.33726658553173
2024-12-10,S004,P016,Fast-Moving,58.0,63.13719431759145
2024-12-11,S004,P016,Fast-Moving,55.0,63.97512506503073
2024-12-12,S004,P016,Fast-Moving,61.0,61.50970602311789
2024-12-13,S004,P016,Fast-Moving,147.0,97.6512851596612
2024-12-14,S004,P016,Fast-Moving,49.0,61.49159969242629
2024-12-15,S004,P016,Fast-Moving,51.0,66.97453835039812
2024-12-16,S004,P016,Fast-Moving,139.0,97.80965861271494
2024-12-17,S004,P016,Fast-Moving,142.0,103.79506074052662
2024-12-18,S004,P016,Fast-Moving,63.0,66.72178047417196
2024-12-19,S004,P016,Fast-Moving,54.0,63.353928036873384
2024-12-20,S004,P016,Fast-Moving,54.0,60.732735566971364
2024-12-21,S004,P016,Fast-Moving,61.0,63.28347643030287
2024-12-22,S004,P016,Fast-Moving,58.0,68.5572971988704
2024-12-23,S004,P016,Fast-Moving,51.0,60.823756725103244
2024-12-24,S004,P016,Fast-Moving,54.0,65.2624631436864
2024-12-25,S004,P016,Fast-Moving,48.0,68.01180326917745
2024-12-26,S004,P016,Fast-Moving,55.0,64.07230700253317
2024-12-27,S004,P016,Fast-Moving,45.0,61.88180720536064
2024-12-28,S004,P016,Fast-Moving,59.0,62.77328827254957
2024-12-29,S004,P016,Fast-Moving,54.0,69.12567845334854
2024-12-30,S004,P016,Fast-Moving,51.0,60.88467070968393
2024-12-31,S004,P016,Fast-Moving,61.0,64.45593976559618
2025-01-01,S004,P016,Fast-Moving,62.0,69.7108817740218
2025-01-02,S004,P016,Fast-Moving,52.0,66.37249596575154
2025-01-03,S004,P016,Fast-Moving,58.0,62.75561791845695
2025-01-04,S004,P016,Fast-Moving,51.0,65.22788664433727
2025-01-05,S004,P016,Fast-Moving,56.0,69.98287997455031
2025-01-06,S004,P016,Fast-Moving,58.0,62.845904747365196
2025-01-07,S004,P016,Fast-Moving,42.0,67.21414989275499
2025-01-08,S004,P016,Fast-Moving,57.0,67.81953097283588
2025-01-09,S004,P016,Fast-Moving,59.0,65.5372269364162
2025-01-10,S004,P016,Fast-Moving,49.0,62.19362235713919
2025-01-11,S004,P016,Fast-Moving,51.0,65.28856602503612
2025-01-12,S004,P016,Fast-Moving,62.0,70.5032952256105
2025-01-13,S004,P016,Fast-Moving,62.0,63.74745403162849
2025-01-14,S004,P016,Fast-Moving,57.0,67.54641092323412
2024-07-24,S004,P017,Fast-Moving,33.0,42.727857528205845
2024-07-25,S004,P017,Fast-Moving,42.0,42.28525689279262
2024-07-26,S004,P017,Fast-Moving,37.0,41.56384125166284
2024-07-27,S004,P017,Fast-Moving,42.0,45.15930749170285
2024-07-28,S004,P017,Fast-Moving,42.0,41.9399837406651
2024-07-29,S004,P017,Fast-Moving,39.0,46.09426203937378
2024-07-30,S004,P017,Fast-Moving,42.0,40.10548920408162
2024-07-31,S004,P017,Fast-Moving,89.0,69.4843603408839
2024-08-01,S004,P017,Fast-Moving,38.0,41.98143789760933
2024-08-02,S004,P017,Fast-Moving,45.0,41.36224088440925
2024-08-03,S004,P017,Fast-Moving,40.0,44.63876791546488
2024-08-04,S004,P017,Fast-Moving,41.0,41.154065212400766
2024-08-05,S004,P017,Fast-Moving,36.0,45.098367314820386
2024-08-06,S004,P017,Fast-Moving,41.0,38.9494191560419
2024-08-07,S004,P017,Fast-Moving,38.0,40.60009891711175
2024-08-08,S004,P017,Fast-Moving,36.0,41.26065151045828
2024-08-09,S004,P017,Fast-Moving,37.0,39.95154360858633
2024-08-10,S004,P017,Fast-Moving,42.0,43.67079486754723
2024-08-11,S004,P017,Fast-Moving,38.0,40.99299409624581
2024-08-12,S004,P017,Fast-Moving,33.0,45.47610311394863
2024-08-13,S004,P017,Fast-Moving,43.0,39.74897273471116
2024-08-14,S004,P017,Fast-Moving,43.0,41.45849420110328
2024-08-15,S004,P017,Fast-Moving,41.0,42.73843728212071
2024-08-16,S004,P017,Fast-Moving,35.0,41.4199795572507
2024-08-17,S004,P017,Fast-Moving,36.0,44.39258774980536
2024-08-18,S004,P017,Fast-Moving,43.0,41.010635824939484
2024-08-19,S004,P017,Fast-Moving,36.0,45.86293315135812
2024-08-20,S004,P017,Fast-Moving,44.0,39.906377341822804
2024-08-21,S004,P017,Fast-Moving,32.0,41.583674153063555
2024-08-22,S004,P017,Fast-Moving,39.0,41.49508314594621
2024-08-23,S004,P017,Fast-Moving,40.0,40.30632322075883
2024-08-24,S004,P017,Fast-Moving,40.0,44.425411973616214
2024-08-25,S004,P017,Fast-Moving,40.0,41.399686016157574
2024-08-26,S004,P017,Fast-Moving,36.0,45.88107460539359
2024-08-27,S004,P017,Fast-Moving,43.0,40.43683073128308
2024-08-28,S004,P017,Fast-Moving,39.0,41.70559063151309
2024-08-29,S004,P017,Fast-Moving,41.0,42.322218893194574
2024-08-30,S004,P017,Fast-Moving,41.0,41.00353419383727
2024-08-31,S004,P017,Fast-Moving,33.0,44.84281299491243
2024-09-01,S004,P017,Fast-Moving,94.0,67.61162744272721
2024-09-02,S004,P017,Fast-Moving,37.0,45.06920659897985
2024-09-03,S004,P017,Fast-Moving,33.0,39.351519502823436
2024-09-04,S004,P017,Fast-Moving,27.0,39.74662599118821
2024-09-05,S004,P017,Fast-Moving,35.0,40.07494992395124
2024-09-06,S004,P017,Fast-Moving,34.0,38.92125088133221
2024-09-07,S004,P017,Fast-Moving,48.0,42.73786561227798
2024-09-08,S004,P017,Fast-Moving,35.0,40.195807982150875
2024-09-09,S004,P017,Fast-Moving,99.0,70.3605051727663
2024-09-10,S004,P017,Fast-Moving,40.0,40.067792518138205
2024-09-11,S004,P017,Fast-Moving,38.0,41.26516798843657
2024-09-12,S004,P017,Fast-Moving,40.0,41.37072409130458
2024-09-13,S004,P017,Fast-Moving,38.0,39.90479398484278
2024-09-14,S004,P017,Fast-Moving,35.0,43.96621405178708
2024-09-15,S004,P017,Fast-Moving,37.0,41.07509922408918
2024-09-16,S004,P017,Fast-Moving,41.0,44.56583572897462
2024-09-17,S004,P017,Fast-Moving,35.0,39.94834928589437
2024-09-18,S004,P017,Fast-Moving,40.0,40.11830661959607
2024-09-19,S004,P017,Fast-Moving,38.0,41.8667212277131
2024-09-20,S004,P017,Fast-Moving,109.0,66.61665339542122
2024-09-21,S004,P017,Fast-Moving,39.0,45.15031963240946
2024-09-22,S004,P017,Fast-Moving,38.0,41.447183549218394
2024-09-23,S004,P017,Fast-Moving,38.0,46.09522100320052
2024-09-24,S004,P017,Fast-Moving,41.0,40.756712907898596
2024-09-25,S004,P017,Fast-Moving,42.0,42.090118575340526
2024-09-26,S004,P017,Fast-Moving,33.0,42.55864693773002
2024-09-27,S004,P017,Fast-Moving,33.0,40.57475914389028
2024-09-28,S004,P017,Fast-Moving,43.0,44.38487458436974
2024-09-29,S004,P017,Fast-Moving,49.0,42.167532568561484
2024-09-30,S004,P017,Fast-Moving,45.0,46.23893656917447
2024-10-01,S004,P017,Fast-Moving,43.0,40.29887741796434
2024-10-02,S004,P017,Fast-Moving,35.0,41.752434605181655
2024-10-03,S004,P017,Fast-Moving,40.0,42.43138739078893
2024-10-04,S004,P017,Fast-Moving,42.0,41.40264257180271
2024-10-05,S004,P017,Fast-Moving,36.0,47.06111807392767
2024-10-06,S004,P017,Fast-Moving,42.0,43.32072002784598
2024-10-07,S004,P017,Fast-Moving,38.0,48.3627012684492
2024-10-08,S004,P017,Fast-Moving,36.0,41.32297933647735
2024-10-09,S004,P017,Fast-Moving,44.0,42.53991085230795
2024-10-10,S004,P017,Fast-Moving,38.0,43.45028224753436
2024-10-11,S004,P017,Fast-Moving,37.0,41.673126249959275
2024-10-12,S004,P017,Fast-Moving,40.0,45.517959250253185
2024-10-13,S004,P017,Fast-Moving,30.0,43.124237076974225
2024-10-14,S004,P017,Fast-Moving,35.0,47.221827066967094
2024-10-15,S004,P017,Fast-Moving,41.0,41.10914714244153
2024-10-16,S004,P017,Fast-Moving,39.0,43.141557936836584
2024-10-17,S004,P017,Fast-Moving,38.0,43.164693690583505
2024-10-18,S004,P017,Fast-Moving,41.0,41.94105980299377
2024-10-19,S004,P017,Fast-Moving,37.0,46.09353860101717
2024-10-20,S004,P017,Fast-Moving,36.0,42.86747237256243
2024-10-21,S004,P017,Fast-Moving,37.0,47.24753115833167
2024-10-22,S004,P017,Fast-Moving,35.0,41.71631027921626
2024-10-23,S004,P017,Fast-Moving,45.0,43.1505994305449
2024-10-24,S004,P017,Fast-Moving,106.0,71.28225569210433
2024-10-25,S004,P017,Fast-Moving,34.0,40.93294660309858
2024-10-26,S004,P017,Fast-Moving,32.0,44.95310881176651
2024-10-27,S004,P017,Fast-Moving,42.0,41.85843029388306
2024-10-28,S004,P017,Fast-Moving,38.0,47.20979683416889
2024-10-29,S004,P017,Fast-Moving,49.0,40.798473797460716
2024-10-30,S004,P017,Fast-Moving,97.0,69.1463161867044
2024-10-31,S004,P017,Fast-Moving,43.0,42.99635242262905
2024-11-01,S004,P017,Fast-Moving,95.0,68.27974711475125
2024-11-02,S004,P017,Fast-Moving,106.0,74.12412616607054
2024-11-03,S004,P017,Fast-Moving,39.0,43.872572037835525
2024-11-04,S004,P017,Fast-Moving,36.0,48.27660619591921
2024-11-05,S004,P017,Fast-Moving,33.0,42.65543475528037
2024-11-06,S004,P017,Fast-Moving,44.0,44.95386537084241
2024-11-07,S004,P017,Fast-Moving,41.0,45.104738169877415
2024-11-08,S004,P017,Fast-Moving,41.0,42.96496086492928
2024-11-09,S004,P017,Fast-Moving,30.0,47.15135422899273
2024-11-10,S004,P017,Fast-Moving,33.0,43.58322600407803
2024-11-11,S004,P017,Fast-Moving,32.0,47.70781832866562
2024-11-12,S004,P017,Fast-Moving,36.0,42.45461067892033
2024-11-13,S004,P017,Fast-Moving,40.0,44.123505619433544
2024-11-14,S004,P017,Fast-Moving,38.0,44.19550764515312
2024-11-15,S004,P017,Fast-Moving,43.0,42.66658735009268
2024-11-16,S004,P017,Fast-Moving,37.0,46.92778883488367
2024-11-17,S004,P017,Fast-Moving,47.0,44.0759825551594
2024-11-18,S004,P017,Fast-Moving,40.0,48.99530792723233
2024-11-19,S004,P017,Fast-Moving,39.0,43.21549467140795
2024-11-20,S004,P017,Fast-Moving,33.0,45.21440860911355
2024-11-21,S004,P017,Fast-Moving,38.0,44.76463634284093
2024-11-22,S004,P017,Fast-Moving,40.0,43.170799437062726
2024-11-23,S004,P017,Fast-Moving,37.0,47.09538822043769
2024-11-24,S004,P017,Fast-Moving,41.0,44.241188218179246
2024-11-25,S004,P017,Fast-Moving,92.0,75.18540448991038
2024-11-26,S004,P017,Fast-Moving,42.0,43.48772166621491
2024-11-27,S004,P017,Fast-Moving,36.0,45.02013436795859
2024-11-28,S004,P017,Fast-Moving,38.0,44.46301270593402
2024-11-29,S004,P017,Fast-Moving,38.0,43.27741135008257
2024-11-30,S004,P017,Fast-Moving,85.0,72.66505288309133
2024-12-01,S004,P017,Fast-Moving,34.0,42.93010031735631
2024-12-02,S004,P017,Fast-Moving,37.0,46.63960017368218
2024-12-03,S004,P017,Fast-Moving,41.0,41.37809937208144
2024-12-04,S004,P017,Fast-Moving,33.0,43.63307486374211
2024-12-05,S004,P017,Fast-Moving,47.0,43.28855200237672
2024-12-06,S004,P017,Fast-Moving,83.0,69.63541562760437
2024-12-07,S004,P017,Fast-Moving,38.0,46.23903959774692
2024-12-08,S004,P017,Fast-Moving,30.0,43.941649974516785
2024-12-09,S004,P017,Fast-Moving,44.0,47.706501088166874
2024-12-10,S004,P017,Fast-Moving,39.0,43.05833112763058
2024-12-11,S004,P017,Fast-Moving,37.0,44.53965740359301
2024-12-12,S004,P017,Fast-Moving,36.0,44.858317754507894
2024-12-13,S004,P017,Fast-Moving,103.0,71.25719096225508
2024-12-14,S004,P017,Fast-Moving,40.0,47.416845205835116
2024-12-15,S004,P017,Fast-Moving,43.0,44.69381738375245
2024-12-16,S004,P017,Fast-Moving,118.0,77.56925466378438
2024-12-17,S004,P017,Fast-Moving,112.0,73.43093043689066
2024-12-18,S004,P017,Fast-Moving,37.0,46.06097840779938
2024-12-19,S004,P017,Fast-Moving,43.0,46.992771235520905
2024-12-20,S004,P017,Fast-Moving,38.0,46.072295154327655
2024-12-21,S004,P017,Fast-Moving,37.0,49.130451747761214
2024-12-22,S004,P017,Fast-Moving,43.0,45.92339224843245
2024-12-23,S004,P017,Fast-Moving,34.0,51.2787527767554
2024-12-24,S004,P017,Fast-Moving,49.0,44.37094689092613
2024-12-25,S004,P017,Fast-Moving,39.0,46.39394873451552
2024-12-26,S004,P017,Fast-Moving,32.0,46.564133438457745
2024-12-27,S004,P017,Fast-Moving,39.0,45.182624489832854
2024-12-28,S004,P017,Fast-Moving,39.0,48.56511236683575
2024-12-29,S004,P017,Fast-Moving,40.0,45.118516582106594
2024-12-30,S004,P017,Fast-Moving,39.0,49.56074158186509
2024-12-31,S004,P017,Fast-Moving,39.0,44.232001018911795
2025-01-01,S004,P017,Fast-Moving,38.0,47.806249505567585
2025-01-02,S004,P017,Fast-Moving,42.0,48.85624454276177
2025-01-03,S004,P017,Fast-Moving,39.0,46.929558134420084
2025-01-04,S004,P017,Fast-Moving,38.0,50.56034274909388
2025-01-05,S004,P017,Fast-Moving,41.0,47.714565598397925
2025-01-06,S004,P017,Fast-Moving,30.0,52.38593755555388
2025-01-07,S004,P017,Fast-Moving,39.0,46.82901706095996
2025-01-08,S004,P017,Fast-Moving,33.0,47.50776345716165
2025-01-09,S004,P017,Fast-Moving,44.0,47.88704506967322
2025-01-10,S004,P017,Fast-Moving,39.0,47.241440814651845
2025-01-11,S004,P017,Fast-Moving,36.0,50.580847408085404
2025-01-12,S004,P017,Fast-Moving,44.0,47.28977873822441
2025-01-13,S004,P017,Fast-Moving,35.0,52.36395030170361
2025-01-14,S004,P017,Fast-Moving,34.0,45.86485871030793
2024-07-24,S004,P018,Fast-Moving,37.0,44.822163125896786
2024-07-25,S004,P018,Fast-Moving,34.0,41.621405996616204
2024-07-26,S004,P018,Fast-Moving,40.0,45.31199345230574
2024-07-27,S004,P018,Fast-Moving,43.0,44.41877834393758
2024-07-28,S004,P018,Fast-Moving,45.0,41.85834400122843
2024-07-29,S004,P018,Fast-Moving,43.0,38.333062037367455
2024-07-30,S004,P018,Fast-Moving,39.0,39.38751675830808
2024-07-31,S004,P018,Fast-Moving,85.0,73.89144160701522
2024-08-01,S004,P018,Fast-Moving,33.0,40.735478560376244
2024-08-02,S004,P018,Fast-Moving,40.0,44.83023319135876
2024-08-03,S004,P018,Fast-Moving,38.0,43.65709750498766
2024-08-04,S004,P018,Fast-Moving,38.0,40.40601603703438
2024-08-05,S004,P018,Fast-Moving,41.0,38.03521405364215
2024-08-06,S004,P018,Fast-Moving,32.0,39.15827038285914
2024-08-07,S004,P018,Fast-Moving,40.0,43.722951914915896
2024-08-08,S004,P018,Fast-Moving,37.0,41.352923316519096
2024-08-09,S004,P018,Fast-Moving,39.0,44.63576159618326
2024-08-10,S004,P018,Fast-Moving,42.0,44.049719263083645
2024-08-11,S004,P018,Fast-Moving,30.0,41.597238945643056
2024-08-12,S004,P018,Fast-Moving,40.0,37.09293781674301
2024-08-13,S004,P018,Fast-Moving,42.0,38.21592166671196
2024-08-14,S004,P018,Fast-Moving,39.0,44.38127305960856
2024-08-15,S004,P018,Fast-Moving,42.0,40.66819064346274
2024-08-16,S004,P018,Fast-Moving,38.0,44.89109812173529
2024-08-17,S004,P018,Fast-Moving,36.0,43.491647890686465
2024-08-18,S004,P018,Fast-Moving,41.0,40.40495889404665
2024-08-19,S004,P018,Fast-Moving,32.0,38.4279137771095
2024-08-20,S004,P018,Fast-Moving,32.0,38.78230669995442
2024-08-21,S004,P018,Fast-Moving,37.0,44.01908639180122
2024-08-22,S004,P018,Fast-Moving,40.0,40.706661629463994
2024-08-23,S004,P018,Fast-Moving,42.0,44.4601019446506
2024-08-24,S004,P018,Fast-Moving,41.0,44.240684443704325
2024-08-25,S004,P018,Fast-Moving,38.0,41.183511667157276
2024-08-26,S004,P018,Fast-Moving,31.0,38.2606409734379
2024-08-27,S004,P018,Fast-Moving,38.0,39.1176832035338
2024-08-28,S004,P018,Fast-Moving,37.0,44.208422932612045
2024-08-29,S004,P018,Fast-Moving,37.0,41.651146104234776
2024-08-30,S004,P018,Fast-Moving,40.0,45.2408500760376
2024-08-31,S004,P018,Fast-Moving,40.0,44.594760593279794
2024-09-01,S004,P018,Fast-Moving,93.0,65.36604278804623
2024-09-02,S004,P018,Fast-Moving,36.0,37.16071378896797
2024-09-03,S004,P018,Fast-Moving,41.0,37.76498654884902
2024-09-04,S004,P018,Fast-Moving,37.0,43.66245177994142
2024-09-05,S004,P018,Fast-Moving,38.0,40.0517634677995
2024-09-06,S004,P018,Fast-Moving,39.0,43.667296754787884
2024-09-07,S004,P018,Fast-Moving,37.0,42.8952268948328
2024-09-08,S004,P018,Fast-Moving,35.0,39.62082713616907
2024-09-09,S004,P018,Fast-Moving,101.0,63.001725554082995
2024-09-10,S004,P018,Fast-Moving,46.0,38.99000481420819
2024-09-11,S004,P018,Fast-Moving,38.0,44.282727041455374
2024-09-12,S004,P018,Fast-Moving,40.0,40.69841736090525
2024-09-13,S004,P018,Fast-Moving,34.0,44.35304366547176
2024-09-14,S004,P018,Fast-Moving,33.0,43.106051625340896
2024-09-15,S004,P018,Fast-Moving,31.0,40.38208502555167
2024-09-16,S004,P018,Fast-Moving,39.0,36.503082396712664
2024-09-17,S004,P018,Fast-Moving,38.0,38.54761413639108
2024-09-18,S004,P018,Fast-Moving,33.0,43.7097697666534
2024-09-19,S004,P018,Fast-Moving,37.0,39.709246096845476
2024-09-20,S004,P018,Fast-Moving,93.0,70.60024153440759
2024-09-21,S004,P018,Fast-Moving,43.0,43.76909917994567
2024-09-22,S004,P018,Fast-Moving,37.0,41.14348310505878
2024-09-23,S004,P018,Fast-Moving,26.0,38.55563438399566
2024-09-24,S004,P018,Fast-Moving,36.0,38.65603713350073
2024-09-25,S004,P018,Fast-Moving,37.0,43.48969869180261
2024-09-26,S004,P018,Fast-Moving,42.0,40.330454051840874
2024-09-27,S004,P018,Fast-Moving,36.0,44.67192708950063
